1310975949941: started, mId = 5103
1310975949942: region (-1, -1) out of bounds, dormant
1310975949942: UserClient started
1310975979468: Received UDP payload: 698
1310975979604: moving from region (-1,-1), to (0,0)
1310975979606: sending LEADER_REQUEST
1310975979646: Sending UDP payload: 470
1310975979649: UserClient received REGION_CHANGE message.
1310975980208: sending LEADER_REQUEST
1310975980220: Received UDP payload: 470
1310975980224: Sending UDP payload: 470
1310975980267: Received UDP payload: 470
1310975980802: Received UDP payload: 470
1310975980811: sending LEADER_REQUEST
1310975980833: Sending UDP payload: 470
1310975980877: Received UDP payload: 470
1310975981115: LEADER_REQUEST timed out
1310975981416: Received UDP payload: 470
1310975981472: Received UDP payload: 470
1310975981763: Reading spot in (0,1)
1310975981784: Sending UDP payload: 698
1310975982098: Received UDP payload: 698
1310975982302: Received UDP payload: 470
1310975982634: Received UDP payload: 470
1310975982718: Received UDP payload: 470
1310975982919: Received UDP payload: 470
1310975983099: Received UDP payload: 470
1310975983209: Received UDP payload: 470
1310975983327: Received UDP payload: 470
1310975983342: Received UDP payload: 698
1310975983525: Received UDP payload: 470
1310975983726: Received UDP payload: 470
1310975983808: Received UDP payload: 470
1310975983937: Received UDP payload: 470
1310975983953: Received UDP payload: 470
1310975984292: Received UDP payload: 698
1310975984323: Received UDP payload: 470
1310975984345: Received UDP payload: 698
1310975984509: Received UDP payload: 470
1310975984525: Received UDP payload: 698
1310975984545: Received UDP payload: 470
1310975984654: Received UDP payload: 851
1310975984706: Received UDP payload: 881
1310975984709: Received UDP payload: 851
1310975984711: Received UDP payload: 881
1310975985006: Received UDP payload: 11489
1310975985251: Received UDP payload: 11489
1310975985421: Received UDP payload: 11642
1310975985423: Received UDP payload: 11642
1310975985424: Received UDP payload: 470
1310975985717: Received UDP payload: 470
1310975985756: Received UDP payload: 470
1310975985920: Received UDP payload: 11659
1310975986022: Received UDP payload: 11659
1310975986040: Received UDP payload: 851
1310975986175: Received UDP payload: 12461
1310975986304: Received UDP payload: 851
1310975986328: Received UDP payload: 11716
1310975986386: Received UDP payload: 470
1310975986481: Received UDP payload: 11716
1310975986749: Received UDP payload: 11716
1310975986770: UserClient request timed out. (0,1)=?
1310975986780: Reading spot in (1,1)
1310975986785: Received UDP payload: 851
1310975986836: Sending UDP payload: 698
1310975986841: Received UDP payload: 881
1310975986911: Received UDP payload: 851
1310975986938: Received UDP payload: 698
1310975987015: UserClient read on (1,1) from (0,0)succeeded, value=-1337,latency=227
1310975987133: Received UDP payload: 698
1310975987154: Received UDP payload: 851
1310975987198: Received UDP payload: 698
1310975987257: Received UDP payload: 470
1310975987301: cloud rejected leadership request or request failed, wait to retry
1310975987312: heard LEADER_REPLY from 5107
1310975987319: now NONLEADER following LEADER 5107
1310975988011: Received UDP payload: 851
1310975988035: Received UDP payload: 881
1310975988228: Received UDP payload: 11489
1310975988437: Received UDP payload: 698
1310975988448: Received UDP payload: 851
1310975988455: Received UDP payload: 698
1310975988463: Received UDP payload: 698
1310975988481: Received UDP payload: 851
1310975988489: Received UDP payload: 851
1310975988504: Received UDP payload: 698
1310975989020: Reading spot in (0,0)
1310975989077: Sending UDP payload: 698
1310975989157: Received UDP payload: 851
1310975989183: Received UDP payload: 881
1310975989209: Received UDP payload: 698
1310975989211: UserClient read on (0,0) from (0,0)succeeded, value=20,latency=187
1310975989224: Received UDP payload: 698
1310975989226: Received UDP payload: 851
1310975989228: Received UDP payload: 881
1310975989232: Received UDP payload: 698
1310975989309: Received UDP payload: 698
1310975989353: Received UDP payload: 698
1310975989401: Received UDP payload: 881
1310975989431: Received UDP payload: 698
1310975989449: Received UDP payload: 851
1310975989470: Received UDP payload: 881
1310975989472: Received UDP payload: 698
1310975989475: Received UDP payload: 698
1310975989488: Received UDP payload: 851
1310975989495: Received UDP payload: 698
1310975990500: Received UDP payload: 698
1310975990530: Received UDP payload: 881
1310975990554: Received UDP payload: 698
1310975990574: Received UDP payload: 698
1310975990588: Received UDP payload: 851
1310975990601: Received UDP payload: 698
1310975991214: Reading spot in (1,0)
1310975991231: Sending UDP payload: 698
1310975991288: Received UDP payload: 698
1310975991303: Received UDP payload: 881
1310975991311: Received UDP payload: 851
1310975991322: Received UDP payload: 698
1310975991332: UserClient read on (1,0) from (0,0)succeeded, value=20,latency=116
1310975991341: Received UDP payload: 881
1310975991353: Received UDP payload: 698
1310975991448: Received UDP payload: 698
1310975991477: Received UDP payload: 698
1310975991522: Received UDP payload: 851
1310975991548: Received UDP payload: 698
1310975991570: Received UDP payload: 881
1310975991591: Received UDP payload: 698
1310975991593: Received UDP payload: 881
1310975991595: Received UDP payload: 698
1310975991614: Received UDP payload: 851
1310975991626: Received UDP payload: 881
1310975991628: Received UDP payload: 698
1310975991696: Received UDP payload: 698
1310975991705: Received UDP payload: 851
1310975991714: Received UDP payload: 698
1310975992039: Received UDP payload: 470
1310975992598: Received UDP payload: 851
1310975992625: Received UDP payload: 881
1310975992654: Received UDP payload: 698
1310975992670: Received UDP payload: 698
1310975992675: Received UDP payload: 851
1310975992683: Received UDP payload: 698
1310975993336: Reading spot in (0,1)
1310975993375: Received UDP payload: 698
1310975993394: Sending UDP payload: 698
1310975993399: Received UDP payload: 881
1310975993438: Received UDP payload: 698
1310975993485: Received UDP payload: 881
1310975993499: Received UDP payload: 698
1310975993517: UserClient read on (0,1) from (0,0)succeeded, value=20,latency=174
1310975993586: Received UDP payload: 698
1310975993600: Received UDP payload: 698
1310975993642: Received UDP payload: 698
1310975993668: Received UDP payload: 851
1310975993686: Received UDP payload: 851
1310975993712: Received UDP payload: 881
1310975993718: Received UDP payload: 881
1310975993720: Received UDP payload: 698
1310975993722: Received UDP payload: 698
1310975993766: Received UDP payload: 881
1310975993778: Received UDP payload: 698
1310975993851: Received UDP payload: 698
1310975993948: Received UDP payload: 13134
1310975994191: Received UDP payload: 851
1310975994195: Received UDP payload: 881
1310975994198: Received UDP payload: 851
1310975994200: Received UDP payload: 851
1310975994230: Received UDP payload: 851
1310975994291: Received UDP payload: 851
1310975994653: Received UDP payload: 698
1310975994685: Received UDP payload: 851
1310975994713: Received UDP payload: 881
1310975994738: Received UDP payload: 698
1310975994751: Received UDP payload: 698
1310975994793: Received UDP payload: 881
1310975994821: Received UDP payload: 698
1310975994896: Received UDP payload: 12276
1310975995152: Received UDP payload: 851
1310975995157: Received UDP payload: 470
1310975995158: Received UDP payload: 851
1310975995169: Received UDP payload: 851
1310975995431: Received UDP payload: 698
1310975995459: Received UDP payload: 881
1310975995487: Received UDP payload: 698
1310975995522: Reading spot in (0,0)
1310975995600: Sending UDP payload: 698
1310975995662: Received UDP payload: 851
1310975995675: Received UDP payload: 470
1310975995683: Received UDP payload: 881
1310975995694: Received UDP payload: 698
1310975995703: UserClient read on (0,0) from (0,0)succeeded, value=19,latency=179
1310975995733: Received UDP payload: 698
1310975995746: Received UDP payload: 881
1310975995753: Received UDP payload: 698
1310975995759: Received UDP payload: 698
1310975995774: Received UDP payload: 698
1310975995836: Received UDP payload: 698
1310975995900: Received UDP payload: 851
1310975995972: Received UDP payload: 698
1310975996110: Received UDP payload: 698
1310975996139: Received UDP payload: 881
1310975996204: Received UDP payload: 698
1310975996498: Received UDP payload: 470
1310975996771: Received UDP payload: 698
1310975996815: Received UDP payload: 881
1310975996840: Received UDP payload: 698
1310975996862: Received UDP payload: 698
1310975996869: Received UDP payload: 851
1310975996872: Received UDP payload: 881
1310975996874: Received UDP payload: 698
1310975997009: Received UDP payload: 470
1310975997221: Received UDP payload: 11934
1310975997498: Received UDP payload: 698
1310975997519: Received UDP payload: 851
1310975997540: Received UDP payload: 881
1310975997543: Received UDP payload: 698
1310975997706: Reading spot in (1,0)
1310975997707: Sending UDP payload: 698
1310975997757: Received UDP payload: 881
1310975997794: Received UDP payload: 698
1310975997796: UserClient read on (1,0) from (0,0)succeeded, value=20,latency=90
1310975997823: Received UDP payload: 698
1310975997896: Received UDP payload: 698
1310975997935: Received UDP payload: 698
1310975997965: Received UDP payload: 851
1310975997993: Received UDP payload: 698
1310975998010: Received UDP payload: 698
1310975998286: Received UDP payload: 698
1310975998559: Received UDP payload: 881
1310975998588: Received UDP payload: 698
1310975998603: Received UDP payload: 851
1310975998858: Received UDP payload: 698
1310975998880: Received UDP payload: 881
1310975998904: Received UDP payload: 698
1310975998944: Received UDP payload: 698
1310975998963: Received UDP payload: 881
1310975998986: Received UDP payload: 698
1310975999010: Received UDP payload: 470
1310975999251: Received UDP payload: 12432
1310975999558: Received UDP payload: 698
1310975999608: Received UDP payload: 881
1310975999678: Received UDP payload: 698
1310975999800: Reading spot in (0,0)
1310975999817: Sending UDP payload: 698
1310975999892: Received UDP payload: 851
1310975999902: Received UDP payload: 881
1310975999914: Received UDP payload: 698
1310975999923: UserClient read on (0,0) from (0,0)succeeded, value=20,latency=121
1310975999972: Received UDP payload: 698
1310975999983: Received UDP payload: 851
1310975999993: Received UDP payload: 881
1310975999999: Received UDP payload: 698
1310976000032: Received UDP payload: 698
1310976000074: Received UDP payload: 851
1310976000102: Received UDP payload: 881
1310976000273: Received UDP payload: 12345
1310976000550: Received UDP payload: 698
1310976000552: Received UDP payload: 851
1310976000554: Received UDP payload: 851
1310976000663: Received UDP payload: 698
1310976000680: Received UDP payload: 881
1310976000704: Received UDP payload: 698
1310976000936: Received UDP payload: 698
1310976000958: Received UDP payload: 881
1310976000978: Received UDP payload: 698
1310976000997: Received UDP payload: 698
1310976001010: Received UDP payload: 881
1310976001017: Received UDP payload: 698
1310976001632: Received UDP payload: 470
1310976001648: Received UDP payload: 698
1310976001670: Received UDP payload: 881
1310976001728: Received UDP payload: 698
1310976001855: Received UDP payload: 12495
1310976001927: Reading spot in (1,0)
1310976001974: Sending UDP payload: 698
1310976002034: Received UDP payload: 698
1310976002042: Received UDP payload: 881
1310976002051: Received UDP payload: 470
1310976002055: Received UDP payload: 881
1310976002062: Received UDP payload: 698
1310976002066: UserClient read on (1,0) from (0,0)succeeded, value=19,latency=138
1310976002075: Received UDP payload: 698
1310976002552: Received UDP payload: 698
1310976002619: Received UDP payload: 881
1310976002643: Received UDP payload: 698
1310976002728: Received UDP payload: 698
1310976002805: Received UDP payload: 881
1310976002830: Received UDP payload: 698
1310976002866: Received UDP payload: 698
1310976002921: Received UDP payload: 851
1310976002945: Received UDP payload: 881
1310976002966: Received UDP payload: 698
1310976002973: Received UDP payload: 698
1310976002981: Received UDP payload: 881
1310976002987: Received UDP payload: 698
1310976003030: Received UDP payload: 698
1310976003072: Received UDP payload: 881
1310976003096: Received UDP payload: 698
1310976003167: Received UDP payload: 470
1310976003392: Received UDP payload: 12502
1310976003569: Received UDP payload: 698
1310976003624: Received UDP payload: 881
1310976003648: Received UDP payload: 698
1310976003695: Received UDP payload: 698
1310976003716: Received UDP payload: 881
1310976003738: Received UDP payload: 698
1310976004064: Received UDP payload: 698
1310976004070: Reading spot in (0,1)
1310976004115: Sending UDP payload: 698
1310976004115: Received UDP payload: 881
1310976004122: Received UDP payload: 698
1310976004181: Received UDP payload: 881
1310976004188: Received UDP payload: 698
1310976004192: UserClient read on (0,1) from (0,0)succeeded, value=19,latency=113
1310976004460: Received UDP payload: 470
1310976004679: Received UDP payload: 698
1310976004825: Received UDP payload: 851
1310976005017: Received UDP payload: 698
1310976005056: Received UDP payload: 698
1310976005072: Received UDP payload: 470
1310976005095: Received UDP payload: 12489
1310976005127: Received UDP payload: 698
1310976005164: Received UDP payload: 881
1310976005190: Received UDP payload: 698
1310976005252: Received UDP payload: 698
1310976005257: Received UDP payload: 698
1310976005266: Received UDP payload: 470
1310976005268: Received UDP payload: 881
1310976005270: Received UDP payload: 698
1310976005272: Received UDP payload: 698
1310976005588: Received UDP payload: 12516
1310976005670: Received UDP payload: 470
1310976005693: Received UDP payload: 698
1310976005760: Received UDP payload: 698
1310976005781: Received UDP payload: 851
1310976005808: Received UDP payload: 881
1310976005810: Received UDP payload: 698
1310976005812: Received UDP payload: 881
1310976005814: Received UDP payload: 698
1310976006104: Received UDP payload: 698
1310976006143: Received UDP payload: 851
1310976006169: Received UDP payload: 881
1310976006189: Received UDP payload: 698
1310976006195: Reading spot in (0,1)
1310976006199: Sending UDP payload: 698
1310976006220: Received UDP payload: 881
1310976006227: Received UDP payload: 698
1310976006229: UserClient read on (0,1) from (0,0)succeeded, value=19,latency=34
1310976006467: Received UDP payload: 470
1310976007079: Received UDP payload: 698
1310976007099: Received UDP payload: 698
1310976007121: Received UDP payload: 851
1310976007138: Received UDP payload: 881
1310976007140: Received UDP payload: 698
1310976007159: Received UDP payload: 851
1310976007164: Received UDP payload: 470
1310976007174: Received UDP payload: 698
1310976007282: Received UDP payload: 698
1310976007326: Received UDP payload: 881
1310976007351: Received UDP payload: 698
1310976007372: Received UDP payload: 698
1310976007428: Received UDP payload: 881
1310976007454: Received UDP payload: 698
1310976007481: Received UDP payload: 13797
1310976007718: Received UDP payload: 470
1310976007823: Received UDP payload: 698
1310976007843: Received UDP payload: 881
1310976007865: Received UDP payload: 698
1310976007895: Received UDP payload: 698
1310976008066: Received UDP payload: 470
1310976008081: Received UDP payload: 851
1310976008106: Received UDP payload: 13174
1310976008115: Received UDP payload: 698
1310976008179: Received UDP payload: 698
1310976008233: Reading spot in (1,1)
1310976008252: Sending UDP payload: 698
1310976008271: Received UDP payload: 698
1310976008390: Received UDP payload: 881
1310976008402: Received UDP payload: 698
1310976008416: UserClient read on (1,1) from (0,0)succeeded, value=19,latency=172
1310976008452: Received UDP payload: 698
1310976008465: Received UDP payload: 881
1310976008472: Received UDP payload: 698
1310976009143: Received UDP payload: 698
1310976009175: Received UDP payload: 881
1310976009194: Received UDP payload: 698
1310976009239: Received UDP payload: 698
1310976009254: Received UDP payload: 881
1310976009260: Received UDP payload: 698
1310976009409: Received UDP payload: 698
1310976009468: Received UDP payload: 851
1310976009549: Received UDP payload: 881
1310976009627: Received UDP payload: 698
1310976009760: Received UDP payload: 13707
1310976010001: Received UDP payload: 851
1310976010009: Received UDP payload: 851
1310976010018: Received UDP payload: 698
1310976010027: Received UDP payload: 881
1310976010034: Received UDP payload: 698
1310976010042: Received UDP payload: 851
1310976010050: Received UDP payload: 851
1310976010054: moving from region (0,0), to (0,1)
1310976010057: sending LEADER_REQUEST
1310976010059: Sending UDP payload: 470
1310976010059: UserClient received REGION_CHANGE message.
1310976010063: Received UDP payload: 851
1310976010255: Received UDP payload: 698
1310976010278: Received UDP payload: 13685
1310976010418: Reading spot in (1,0)
1310976010498: Sending UDP payload: 698
1310976010505: Received UDP payload: 698
1310976010507: Received UDP payload: 851
1310976010509: Received UDP payload: 698
1310976010530: Received UDP payload: 698
1310976010607: Received UDP payload: 698
1310976010631: Received UDP payload: 851
1310976010651: Received UDP payload: 698
1310976010653: Received UDP payload: 881
1310976010656: Received UDP payload: 698
1310976010658: sending LEADER_REQUEST
1310976010663: Sending UDP payload: 470
1310976010658: Received UDP payload: 851
1310976010951: Received UDP payload: 12531
1310976010967: heard LEADER_REPLY from 5106
1310976010968: now NONLEADER following LEADER 5106
1310976011214: Received UDP payload: 698
1310976011251: Received UDP payload: 851
1310976011276: Received UDP payload: 881
1310976011298: Received UDP payload: 698
1310976011309: Received UDP payload: 698
1310976011323: Received UDP payload: 881
1310976011329: Received UDP payload: 698
1310976011708: Received UDP payload: 698
1310976011770: Received UDP payload: 881
1310976011798: Received UDP payload: 698
1310976012046: Received UDP payload: 698
1310976012070: Received UDP payload: 881
1310976012095: Received UDP payload: 698
1310976012100: Received UDP payload: 470
1310976012285: Received UDP payload: 698
1310976012366: Received UDP payload: 881
1310976012391: Received UDP payload: 698
1310976012517: Received UDP payload: 698
1310976012537: Received UDP payload: 698
1310976012559: Received UDP payload: 851
1310976012562: Received UDP payload: 881
1310976012564: Received UDP payload: 698
1310976012592: Received UDP payload: 881
1310976012599: Received UDP payload: 698
1310976012727: Received UDP payload: 698
1310976012785: Received UDP payload: 851
1310976012862: Received UDP payload: 881
1310976012886: Received UDP payload: 698
1310976013079: Received UDP payload: 13103
1310976013335: Received UDP payload: 698
1310976013339: Received UDP payload: 470
1310976013341: Received UDP payload: 851
1310976013344: Received UDP payload: 851
1310976013349: Received UDP payload: 851
1310976013358: Received UDP payload: 881
1310976013365: Received UDP payload: 698
1310976013383: Received UDP payload: 698
1310976013396: Received UDP payload: 881
1310976013403: Received UDP payload: 698
1310976013492: Received UDP payload: 470
