1310697112658: started, mId = 5109
1310697112659: retry sending LEADER_REQUEST
1310697112674: UserClient started
1310697112678: Sending UDP payload: 470
1310697112772: Received UDP payload: 2231
1310697112784: heard LEADER_REPLY from 5102
1310697112785: now NONLEADER following LEADER 5102
1310697112895: Received UDP payload: 470
1310697117893: Received UDP payload: 470
1310697122899: Received UDP payload: 470
1310697124512: Received UDP payload: 698
1310697126130: Received UDP payload: 470
1310697126223: Received UDP payload: 2231
1310697127906: Received UDP payload: 470
1310697132910: Received UDP payload: 470
1310697136039: Received UDP payload: 487
1310697136068: heard LEADER_ELECT from node 5102, responding LEADER_NOMINATE
1310697136091: Received UDP payload: 470
1310697136093: Sending UDP payload: 470
1310697136100: Received UDP payload: 470
1310697136104: Received UDP payload: 470
1310697136107: Received UDP payload: 470
1310697136126: Received UDP payload: 470
1310697139220: Received UDP payload: 487
1310697139250: heard LEADER_ELECT from node 5102, responding LEADER_NOMINATE
1310697139277: Received UDP payload: 470
1310697139283: Sending UDP payload: 470
1310697139285: Received UDP payload: 470
1310697139295: Received UDP payload: 470
1310697141410: Received UDP payload: 470
1310697142043: Received UDP payload: 470
1310697142631: Received UDP payload: 470
1310697148702: Received UDP payload: 470
1310697149291: Received UDP payload: 470
1310697149901: Received UDP payload: 470
1310697150807: Received UDP payload: 470
1310697151142: Received UDP payload: 470
1310697151206: Received UDP payload: 470
1310697151406: Received UDP payload: 470
1310697151731: Received UDP payload: 470
1310697151761: Received UDP payload: 470
1310697151972: Received UDP payload: 470
1310697152344: Received UDP payload: 470
1310697152369: Received UDP payload: 470
1310697152686: retry sending LEADER_REQUEST
1310697152713: Sending UDP payload: 470
1310697152960: Received UDP payload: 470
1310697153288: retry sending LEADER_REQUEST
1310697153322: Sending UDP payload: 470
1310697153566: Received UDP payload: 470
1310697153809: Received UDP payload: 2244
1310697153841: heard LEADER_REPLY from 5105
1310697153842: now NONLEADER following LEADER 5105
1310697153858: Received UDP payload: 2261
1310697153867: Received UDP payload: 2261
1310697153880: Received UDP payload: 2261
1310697153900: Received UDP payload: 2261
1310697153920: Received UDP payload: 2261
1310697153944: Received UDP payload: 2261
1310697153969: Received UDP payload: 2261
1310697153989: Received UDP payload: 2261
1310697154017: Received UDP payload: 2261
1310697154035: Received UDP payload: 2261
1310697154052: Received UDP payload: 2261
1310697154072: Received UDP payload: 2261
1310697154093: Received UDP payload: 2261
1310697154099: Received UDP payload: 470
1310697154638: Received UDP payload: 470
1310697154749: Received UDP payload: 2261
1310697159130: Received UDP payload: 470
1310697164080: Received UDP payload: 470
1310697169091: Received UDP payload: 470
1310697169698: Received UDP payload: 470
1310697169797: Received UDP payload: 2261
1310697173322: Received UDP payload: 470
1310697173403: Received UDP payload: 2261
1310697174094: Received UDP payload: 470
1310697179191: Received UDP payload: 470
1310697180232: Received UDP payload: 470
1310697180309: Received UDP payload: 2261
1310697180896: Received UDP payload: 470
1310697180966: Received UDP payload: 2261
1310697183731: Received UDP payload: 470
1310697184115: Received UDP payload: 470
1310697184390: Received UDP payload: 470
1310697184977: Received UDP payload: 470
1310697185972: Received UDP payload: 470
1310697186573: Received UDP payload: 470
1310697186955: Received UDP payload: 470
1310697187034: Received UDP payload: 2261
1310697187181: Received UDP payload: 470
1310697187329: Received UDP payload: 470
1310697187400: Received UDP payload: 2261
1310697188377: Received UDP payload: 851
1310697188432: Received UDP payload: 881
1310697188581: Received UDP payload: 7634
1310697188663: Received UDP payload: 7651
1310697188729: Received UDP payload: 7651
1310697188805: Received UDP payload: 7651
1310697189118: Received UDP payload: 470
1310697190233: Received UDP payload: 470
1310697194114: Received UDP payload: 470
1310697195016: moving from region (0,0), to (1,0)
1310697195022: retry sending LEADER_REQUEST
1310697195030: Sending UDP payload: 470
1310697195033: UserClient received REGION_CHANGE message.
1310697195242: Received UDP payload: 7651
1310697195274: heard LEADER_REPLY from 5101
1310697195276: now NONLEADER following LEADER 5101
1310697195290: Received UDP payload: 470
1310697196686: Received UDP payload: 470
1310697196818: Received UDP payload: 2261
1310697196914: Received UDP payload: 470
1310697197068: Received UDP payload: 7651
1310697198363: Received UDP payload: 698
1310697199084: Received UDP payload: 470
1310697199124: Received UDP payload: 470
1310697199236: Received UDP payload: 7651
1310697200240: Received UDP payload: 470
1310697202293: Received UDP payload: 470
1310697202342: Received UDP payload: 470
1310697202477: Received UDP payload: 7651
1310697202550: Received UDP payload: 7651
1310697204129: Received UDP payload: 470
1310697204460: Received UDP payload: 470
1310697204602: Received UDP payload: 7651
1310697204686: Received UDP payload: 470
1310697204845: Received UDP payload: 7651
1310697205240: Received UDP payload: 470
1310697206743: Received UDP payload: 470
1310697206891: Received UDP payload: 7651
1310697208343: Received UDP payload: 698
1310697208409: Received UDP payload: 851
1310697208451: Received UDP payload: 881
1310697208455: Received UDP payload: 698
1310697209137: Received UDP payload: 470
1310697209452: Received UDP payload: 470
1310697209600: Received UDP payload: 7651
1310697210248: Received UDP payload: 470
1310697212863: Received UDP payload: 470
1310697213008: Received UDP payload: 7651
1310697213708: Received UDP payload: 698
1310697213781: Received UDP payload: 851
1310697213819: Received UDP payload: 881
1310697213829: Received UDP payload: 698
1310697214134: Received UDP payload: 470
1310697214327: Received UDP payload: 698
1310697214387: Received UDP payload: 851
1310697214428: Received UDP payload: 881
1310697214435: Received UDP payload: 698
1310697214457: Received UDP payload: 470
1310697214571: Received UDP payload: 7651
1310697215258: Received UDP payload: 470
1310697218388: Received UDP payload: 698
1310697218454: Received UDP payload: 851
1310697218502: Received UDP payload: 881
1310697218513: Received UDP payload: 698
1310697219135: Received UDP payload: 470
1310697219546: Received UDP payload: 698
1310697219612: Received UDP payload: 851
1310697219648: Received UDP payload: 881
1310697219657: Received UDP payload: 698
1310697220262: Received UDP payload: 470
1310697224138: Received UDP payload: 470
1310697225266: Received UDP payload: 470
1310697228416: Received UDP payload: 698
1310697228526: Received UDP payload: 851
1310697228534: Received UDP payload: 881
1310697228541: Received UDP payload: 698
