1310693577843: started, mId = 5109
1310693577844: region (-1, -1) out of bounds, dormant
1310693577892: UserClient started
1310693577909: Received UDP payload: 5518
1310693578045: Received UDP payload: 470
1310693578989: Received UDP payload: 470
1310693579121: Received UDP payload: 470
1310693579696: Received UDP payload: 470
1310693579779: Received UDP payload: 3953
1310693580529: Received UDP payload: 470
1310693580919: Received UDP payload: 3953
1310693580955: Received UDP payload: 470
1310693581275: Received UDP payload: 3953
1310693581697: Received UDP payload: 470
1310693581789: Received UDP payload: 3953
1310693583049: Received UDP payload: 470
1310693583993: Received UDP payload: 470
1310693585603: Received UDP payload: 470
1310693585665: Received UDP payload: 470
1310693586115: Received UDP payload: 470
1310693586211: Received UDP payload: 3953
1310693588051: Received UDP payload: 470
1310693589021: Received UDP payload: 470
1310693589624: Received UDP payload: 470
1310693590531: Received UDP payload: 470
1310693590619: Received UDP payload: 470
1310693590646: Received UDP payload: 3953
1310693590651: Received UDP payload: 470
1310693590896: Received UDP payload: 3953
1310693591593: Received UDP payload: 487
1310693593055: Received UDP payload: 470
1310693594604: Received UDP payload: 470
1310693595193: Received UDP payload: 470
1310693595237: Received UDP payload: 470
1310693595287: Received UDP payload: 3953
1310693595602: Received UDP payload: 470
1310693595631: Received UDP payload: 470
1310693596274: Received UDP payload: 470
1310693596563: Received UDP payload: 470
1310693596645: Received UDP payload: 3953
1310693596814: Received UDP payload: 470
1310693597497: Received UDP payload: 470
1310693598102: Received UDP payload: 470
1310693600623: Received UDP payload: 470
1310693603212: Received UDP payload: 470
1310693605000: Received UDP payload: 2716
1310693605037: Received UDP payload: 470
1310693605737: Received UDP payload: 470
1310693606613: x,y from GPS: 30, 28
1310693606613: moving from region (-1,-1), to (0,0)
1310693606616: retry sending LEADER_REQUEST
1310693606616: UserClient received REGION_CHANGE message.
1310693606627: Sending UDP payload: 470
1310693606768: Received UDP payload: 5518
1310693606805: heard LEADER_REPLY from 5102
1310693606807: now NONLEADER following LEADER 5102
1310693607853: retry sending LEADER_REQUEST
1310693607883: Sending UDP payload: 470
1310693608040: Received UDP payload: 5518
1310693608076: heard LEADER_REPLY from 5102
1310693608078: now NONLEADER following LEADER 5102
1310693608094: Received UDP payload: 470
1310693610591: Received UDP payload: 470
1310693610642: Received UDP payload: 470
1310693610949: Received UDP payload: 470
1310693611288: Received UDP payload: 470
1310693611609: You are not holding a spot!
1310693611961: Received UDP payload: 470
1310693612338: Received UDP payload: 470
1310693612787: Received UDP payload: 470
1310693613061: Received UDP payload: 470
1310693614986: Received UDP payload: 470
1310693615616: Received UDP payload: 470
1310693616317: Requesting spot in (1,0)
1310693616358: Sending UDP payload: 698
1310693616500: Received UDP payload: 881
1310693616544: Received UDP payload: 1158
1310693616564: Received UDP payload: 851
1310693617722: Received UDP payload: 851
1310693617852: Wait for previous action to complete.
1310693617909: Received UDP payload: 881
1310693618300: Received UDP payload: 698
1310693618304: Parking request on (1,0) from (0,0) succeeded, spots=16,latency=1984
1310693618309: Received UDP payload: 470
1310693619232: Received UDP payload: 698
1310693619292: Received UDP payload: 851
1310693619357: Received UDP payload: 881
1310693619373: Received UDP payload: 1158
1310693619437: Received UDP payload: 851
1310693619508: Received UDP payload: 851
1310693620473: Received UDP payload: 851
1310693620550: Received UDP payload: 881
1310693620715: Received UDP payload: 698
1310693620728: Received UDP payload: 470
1310693624110: Received UDP payload: 698
1310693625619: Received UDP payload: 470
1310693625775: Received UDP payload: 470
1310693625794: Releasing spot in (1,0)
1310693625844: Sending UDP payload: 698
1310693626392: Received UDP payload: 470
1310693626995: Received UDP payload: 470
1310693627577: Received UDP payload: 470
1310693629605: Received UDP payload: 487
1310693629635: Received UDP payload: 470
1310693630616: Received UDP payload: 470
1310693633061: Received UDP payload: 470
1310693636630: Received UDP payload: 470
1310693638066: Received UDP payload: 470
1310693638267: Received UDP payload: 470
1310693638704: Received UDP payload: 470
1310693638998: Received UDP payload: 470
1310693639320: Received UDP payload: 470
1310693639888: Received UDP payload: 470
1310693640586: Received UDP payload: 698
1310693640634: Received UDP payload: 881
1310693640638: Received UDP payload: 1158
1310693641929: Received UDP payload: 470
1310693642071: Received UDP payload: 5890
1310693642561: Received UDP payload: 470
