1310976821578: started, mId = 5105
1310976821579: region (-1, -1) out of bounds, dormant
1310976821580: UserClient started
1310976821727: Received UDP payload: 698
1310976821754: Received UDP payload: 851
1310976822734: Received UDP payload: 851
1310976823362: Received UDP payload: 851
1310976823413: Received UDP payload: 470
1310976823745: moving from region (-1,-1), to (0,0)
1310976823747: sending LEADER_REQUEST
1310976823781: Sending UDP payload: 470
1310976823783: UserClient received REGION_CHANGE message.
1310976823991: Received UDP payload: 851
1310976824031: Received UDP payload: 698
1310976824057: Received UDP payload: 470
1310976824348: sending LEADER_REQUEST
1310976824350: Sending UDP payload: 470
1310976824590: Received UDP payload: 470
1310976824949: sending LEADER_REQUEST
1310976824973: Sending UDP payload: 470
1310976825256: LEADER_REQUEST timed out
1310976825723: Received UDP payload: 698
1310976826034: Received UDP payload: 698
1310976826071: Received UDP payload: 851
1310976827018: Reading spot in (0,0)
1310976827034: Received UDP payload: 851
1310976827076: Sending UDP payload: 698
1310976827124: Received UDP payload: 698
1310976827672: Received UDP payload: 851
1310976828300: Received UDP payload: 851
1310976828342: Received UDP payload: 698
1310976828455: Received UDP payload: 698
1310976829503: Received UDP payload: 470
1310976830073: Received UDP payload: 470
1310976830148: Received UDP payload: 698
1310976830359: Received UDP payload: 698
1310976830394: Received UDP payload: 851
1310976830407: Received UDP payload: 851
1310976830685: Received UDP payload: 470
1310976830746: Received UDP payload: 470
1310976830776: Received UDP payload: 698
1310976831018: Received UDP payload: 470
1310976831347: Received UDP payload: 851
1310976831382: Received UDP payload: 851
1310976831417: Received UDP payload: 470
1310976831960: Received UDP payload: 851
1310976832002: Received UDP payload: 470
1310976832022: Received UDP payload: 851
1310976832034: UserClient request timed out. (0,0)=?
1310976832041: Requesting spot in (0,1)
1310976832050: Sending UDP payload: 698
1310976832119: Received UDP payload: 698
1310976832593: Received UDP payload: 851
1310976832622: Received UDP payload: 698
1310976833247: Received UDP payload: 470
1310976833396: Received UDP payload: 470
1310976833457: Received UDP payload: 470
1310976833482: Received UDP payload: 698
1310976833803: Received UDP payload: 470
1310976833895: Received UDP payload: 470
1310976833999: Received UDP payload: 470
1310976834429: Received UDP payload: 470
1310976834497: Received UDP payload: 470
1310976834610: Received UDP payload: 470
1310976834641: Received UDP payload: 698
1310976834676: Received UDP payload: 881
1310976834696: Received UDP payload: 698
1310976835070: Received UDP payload: 470
1310976835196: Received UDP payload: 698
1310976835530: Received UDP payload: 698
1310976835778: Received UDP payload: 698
1310976836699: Received UDP payload: 698
1310976836729: Received UDP payload: 851
1310976837050: UserClient request timed out. (0,1)=?
1310976837069: Reading spot in (0,0)
1310976837090: Sending UDP payload: 698
1310976837201: Received UDP payload: 698
1310976837961: Received UDP payload: 470
1310976838018: Received UDP payload: 851
1310976838485: Received UDP payload: 698
1310976838588: Received UDP payload: 470
1310976838657: Received UDP payload: 470
1310976838809: Received UDP payload: 698
1310976839000: Received UDP payload: 470
1310976839245: Received UDP payload: 851
1310976839276: Received UDP payload: 698
1310976839308: Received UDP payload: 470
1310976839579: Received UDP payload: 470
1310976839852: Received UDP payload: 470
1310976840215: Received UDP payload: 470
1310976840242: Received UDP payload: 698
1310976840572: Received UDP payload: 698
1310976840816: Received UDP payload: 698
1310976841020: Received UDP payload: 470
1310976841061: Received UDP payload: 698
1310976841344: Received UDP payload: 698
1310976841380: Received UDP payload: 851
1310976841385: Received UDP payload: 881
1310976842078: UserClient request timed out. (0,0)=?
1310976842097: Reading spot in (1,0)
1310976842104: Received UDP payload: 44441
1310976842734: Sending UDP payload: 698
