1310976782535: started, mId = 5105
1310976782537: region (-1, -1) out of bounds, dormant
1310976782546: UserClient started
1310976786476: Received UDP payload: 698
1310976791510: Received UDP payload: 698
1310976792293: Received UDP payload: 470
1310976792905: Received UDP payload: 470
1310976793338: Received UDP payload: 470
1310976793488: Received UDP payload: 470
1310976793929: Received UDP payload: 470
1310976794541: Received UDP payload: 470
1310976796500: Received UDP payload: 698
1310976796870: Received UDP payload: 470
1310976796981: moving from region (-1,-1), to (0,0)
1310976796989: sending LEADER_REQUEST
1310976797032: Sending UDP payload: 470
1310976797037: UserClient received REGION_CHANGE message.
1310976797237: Received UDP payload: 470
1310976797470: Received UDP payload: 470
1310976797551: Received UDP payload: 851
1310976797591: sending LEADER_REQUEST
1310976797621: Received UDP payload: 881
1310976797627: Sending UDP payload: 470
1310976797824: Received UDP payload: 470
1310976797882: Received UDP payload: 12357
1310976798169: Received UDP payload: 12353
1310976798172: heard LEADER_REPLY from 5108
1310976798172: now NONLEADER following LEADER 5108
1310976798181: Received UDP payload: 11659
1310976798197: Received UDP payload: 11659
1310976798260: Received UDP payload: 470
1310976798313: Received UDP payload: 470
1310976798333: Received UDP payload: 470
1310976798406: Received UDP payload: 470
1310976798615: Received UDP payload: 11659
1310976798644: Received UDP payload: 698
1310976798870: Received UDP payload: 470
1310976798890: Received UDP payload: 470
1310976799164: Received UDP payload: 698
1310976799473: Received UDP payload: 470
1310976799499: Received UDP payload: 470
1310976799519: Reading spot in (1,0)
1310976799521: Sending UDP payload: 698
1310976799592: Received UDP payload: 851
1310976799602: Received UDP payload: 698
1310976799606: UserClient read on (1,0) from (0,0)succeeded, value=-1337,latency=86
1310976799876: Received UDP payload: 470
1310976799903: Received UDP payload: 470
1310976800106: Received UDP payload: 11686
1310976800228: Received UDP payload: 851
1310976800266: Received UDP payload: 881
1310976800593: Received UDP payload: 11489
1310976800776: Received UDP payload: 11642
1310976800807: Received UDP payload: 851
1310976801048: Received UDP payload: 470
1310976801547: Received UDP payload: 698
1310976801586: Received UDP payload: 698
1310976801608: Requesting spot in (1,1)
1310976801629: Sending UDP payload: 698
1310976801631: Received UDP payload: 851
1310976801633: Received UDP payload: 698
1310976801651: Received UDP payload: 851
1310976801696: Received UDP payload: 881
1310976801751: Received UDP payload: 698
1310976801765: UserClient decrement on (1,1) from (0,0) succeeded, value=19,latency=150
1310976801916: Received UDP payload: 12161
1310976802168: Received UDP payload: 851
1310976802272: Received UDP payload: 851
1310976802319: Received UDP payload: 881
1310976802615: Received UDP payload: 11489
1310976802782: Received UDP payload: 11736
1310976802786: Received UDP payload: 698
1310976802790: Received UDP payload: 851
1310976802793: Received UDP payload: 881
1310976802860: Received UDP payload: 12079
1310976803110: Received UDP payload: 698
1310976803117: Received UDP payload: 851
1310976803121: Received UDP payload: 851
1310976803123: Received UDP payload: 851
1310976803138: Received UDP payload: 851
1310976803144: Received UDP payload: 698
1310976803158: Received UDP payload: 851
1310976803178: Received UDP payload: 881
1310976803194: Received UDP payload: 698
1310976803384: Received UDP payload: 470
1310976803407: Received UDP payload: 12786
1310976803633: Received UDP payload: 851
1310976803649: Received UDP payload: 698
1310976803666: Received UDP payload: 851
1310976803686: Received UDP payload: 881
1310976803769: Releasing ticket in (1,1)
1310976803803: Received UDP payload: 11836
1310976803829: Sending UDP payload: 698
1310976803843: Received UDP payload: 698
1310976803851: Received UDP payload: 851
1310976803884: Received UDP payload: 881
1310976803892: Received UDP payload: 698
1310976803996: Received UDP payload: 12638
1310976804203: Received UDP payload: 698
1310976804222: Received UDP payload: 851
1310976804234: Received UDP payload: 851
1310976804257: Received UDP payload: 698
1310976804273: Received UDP payload: 851
1310976804286: Received UDP payload: 698
