1310974039181: started, mId = 5105
1310974039181: region (-1, -1) out of bounds, dormant
1310974039183: UserClient started
1310974105594: Received UDP payload: 470
1310974106171: Received UDP payload: 470
1310974106768: Received UDP payload: 470
1310974108783: Received UDP payload: 698
1310974109540: Received UDP payload: 470
1310974109670: Received UDP payload: 470
1310974110116: Received UDP payload: 470
1310974110252: Received UDP payload: 470
1310974110723: Received UDP payload: 470
1310974110850: Received UDP payload: 470
1310974111198: Received UDP payload: 470
1310974111754: Received UDP payload: 470
1310974112223: moving from region (-1,-1), to (1,1)
1310974112225: sending LEADER_REQUEST
1310974112269: Received UDP payload: 470
1310974112289: Sending UDP payload: 470
1310974112290: UserClient received REGION_CHANGE message.
1310974112360: Received UDP payload: 470
1310974112830: sending LEADER_REQUEST
1310974112838: Received UDP payload: 470
1310974112848: Sending UDP payload: 470
1310974113431: Received UDP payload: 470
1310974113433: sending LEADER_REQUEST
1310974113469: Sending UDP payload: 470
1310974113656: Received UDP payload: 470
1310974113737: LEADER_REQUEST timed out
1310974113948: Received UDP payload: 698
1310974114238: Received UDP payload: 470
1310974114299: Received UDP payload: 470
1310974114399: Received UDP payload: 470
1310974114504: Received UDP payload: 3198
1310974114533: Received UDP payload: 3215
1310974114562: Received UDP payload: 3215
1310974114603: Received UDP payload: 470
1310974114823: Received UDP payload: 3333
1310974114842: Received UDP payload: 470
1310974114859: Received UDP payload: 3350
1310974114888: Received UDP payload: 3350
1310974114919: Received UDP payload: 3350
1310974116179: Requesting spot in (1,1)
1310974116193: Sending UDP payload: 698
1310974116386: Received UDP payload: 698
1310974117168: Received UDP payload: 698
1310974117234: Received UDP payload: 851
1310974117266: Received UDP payload: 881
1310974117275: Received UDP payload: 698
1310974117295: Received UDP payload: 698
1310974117410: Received UDP payload: 3180
1310974117438: Received UDP payload: 3197
1310974117495: Received UDP payload: 470
1310974117511: Received UDP payload: 3197
1310974117531: Received UDP payload: 3197
1310974117560: Received UDP payload: 3197
1310974117662: Received UDP payload: 3202
1310974118334: Received UDP payload: 470
1310974118430: Received UDP payload: 3202
1310974118719: cloud rejected leadership request or request failed, wait to retry
1310974118732: heard LEADER_REPLY from 5103
1310974118732: now NONLEADER following LEADER 5103
1310974118808: Received UDP payload: 470
1310974118891: Received UDP payload: 470
1310974119344: Received UDP payload: 698
1310974119366: Received UDP payload: 851
1310974119388: Received UDP payload: 881
1310974119394: Received UDP payload: 698
1310974119672: Received UDP payload: 698
1310974119733: Received UDP payload: 851
1310974119776: Received UDP payload: 881
1310974119779: Received UDP payload: 698
1310974121158: Received UDP payload: 698
1310974121197: UserClient request timed out. (1,1)=?
1310974121218: Received UDP payload: 851
1310974121249: Received UDP payload: 881
1310974121251: Received UDP payload: 698
1310974122118: Received UDP payload: 698
1310974122162: Received UDP payload: 851
1310974122262: Received UDP payload: 881
1310974122310: Received UDP payload: 698
1310974122437: Received UDP payload: 698
1310974122452: Received UDP payload: 851
1310974122508: Received UDP payload: 881
1310974122532: Received UDP payload: 698
1310974122856: Received UDP payload: 698
1310974122918: Received UDP payload: 851
1310974122946: Received UDP payload: 881
1310974122950: Received UDP payload: 698
1310974123076: Requesting spot in (1,1)
1310974123082: Sending UDP payload: 698
1310974123158: Received UDP payload: 851
1310974123170: Received UDP payload: 881
1310974123179: Received UDP payload: 698
1310974123181: UserClient decrement on (1,1) from (1,1) succeeded, value=12,latency=103
1310974123223: Received UDP payload: 698
1310974124003: Received UDP payload: 698
1310974124061: Received UDP payload: 851
1310974124086: Received UDP payload: 881
1310974124104: Received UDP payload: 698
1310974124260: Received UDP payload: 470
1310974124817: Received UDP payload: 470
1310974124866: Received UDP payload: 470
1310974125466: Received UDP payload: 470
1310974125823: Received UDP payload: 698
1310974125846: Received UDP payload: 851
1310974125867: Received UDP payload: 881
1310974125882: Received UDP payload: 698
1310974126594: Received UDP payload: 698
1310974126651: Received UDP payload: 851
1310974126690: Received UDP payload: 881
1310974126692: Received UDP payload: 698
1310974128821: Received UDP payload: 470
1310974128839: Received UDP payload: 470
1310974129165: Received UDP payload: 3163
1310974129751: Received UDP payload: 851
1310974129781: Received UDP payload: 881
1310974129796: Received UDP payload: 698
1310974129798: Received UDP payload: 851
