1310975954673: started, mId = 5101
1310975954673: region (-1, -1) out of bounds, dormant
1310975954674: UserClient started
1310975980172: Received UDP payload: 698
1310975980356: Received UDP payload: 470
1310975980923: Received UDP payload: 470
1310975980940: Received UDP payload: 470
1310975980972: Received UDP payload: 470
1310975981505: Received UDP payload: 470
1310975981554: Received UDP payload: 470
1310975981582: Received UDP payload: 470
1310975982119: Received UDP payload: 470
1310975982175: Received UDP payload: 470
1310975982513: Received UDP payload: 698
1310975982801: Received UDP payload: 698
1310975983005: Received UDP payload: 470
1310975983339: Received UDP payload: 470
1310975983407: moving from region (-1,-1), to (1,0)
1310975983407: sending LEADER_REQUEST
1310975983412: Sending UDP payload: 470
1310975983419: UserClient received REGION_CHANGE message.
1310975983622: Received UDP payload: 470
1310975983802: Received UDP payload: 470
1310975983912: Received UDP payload: 470
1310975984008: sending LEADER_REQUEST
1310975984020: Sending UDP payload: 470
1310975984035: Received UDP payload: 698
1310975984228: Received UDP payload: 470
1310975984430: Received UDP payload: 470
1310975984511: Received UDP payload: 470
1310975984610: sending LEADER_REQUEST
1310975984630: Sending UDP payload: 470
1310975984645: Received UDP payload: 470
1310975984914: LEADER_REQUEST timed out
1310975984984: Reading spot in (1,1)
1310975984986: Sending UDP payload: 698
1310975985024: Received UDP payload: 470
1310975985047: Received UDP payload: 698
1310975985213: Received UDP payload: 470
1310975985229: Received UDP payload: 698
1310975985249: Received UDP payload: 470
1310975985360: Received UDP payload: 851
1310975985392: Received UDP payload: 881
1310975985420: Received UDP payload: 851
1310975985427: Received UDP payload: 881
1310975985719: Received UDP payload: 11489
1310975985911: Received UDP payload: 11642
1310975985930: Received UDP payload: 11642
1310975985967: Received UDP payload: 470
1310975986099: Received UDP payload: 11659
1310975986416: Received UDP payload: 12370
1310975986439: Received UDP payload: 470
1310975986459: Received UDP payload: 470
1310975986623: Received UDP payload: 11659
1310975986726: Received UDP payload: 11659
1310975986744: Received UDP payload: 851
1310975986878: Received UDP payload: 12461
1310975987008: Received UDP payload: 851
1310975987032: Received UDP payload: 11716
1310975987089: Received UDP payload: 470
1310975987185: Received UDP payload: 11716
1310975987326: Received UDP payload: 12427
1310975987384: cloud rejected leadership request or request failed, wait to retry
1310975987395: heard LEADER_REPLY from 5105
1310975987397: now NONLEADER following LEADER 5105
1310975987450: Received UDP payload: 11716
1310975987484: Received UDP payload: 851
1310975987493: Received UDP payload: 881
1310975987569: Received UDP payload: 698
1310975987614: Received UDP payload: 851
1310975987640: Received UDP payload: 698
1310975987838: Received UDP payload: 698
1310975987859: Received UDP payload: 851
1310975987903: Received UDP payload: 698
1310975987960: Received UDP payload: 470
1310975988714: Received UDP payload: 851
1310975988738: Received UDP payload: 881
1310975988932: Received UDP payload: 11489
1310975989139: Received UDP payload: 698
1310975989151: Received UDP payload: 851
1310975989158: Received UDP payload: 698
1310975989167: Received UDP payload: 698
1310975989177: Received UDP payload: 851
1310975989185: Received UDP payload: 851
1310975989192: Received UDP payload: 851
1310975989207: Received UDP payload: 698
1310975989790: Received UDP payload: 698
1310975989862: Received UDP payload: 851
1310975989887: Received UDP payload: 881
1310975989908: Received UDP payload: 698
1310975989910: Received UDP payload: 698
1310975989919: Received UDP payload: 851
1310975989927: Received UDP payload: 881
1310975989935: Received UDP payload: 698
1310975989990: UserClient request timed out. (1,1)=?
1310975989990: Reading spot in (0,0)
1310975990005: Sending UDP payload: 698
1310975990055: Received UDP payload: 698
1310975990103: Received UDP payload: 881
1310975990124: Received UDP payload: 698
1310975990146: UserClient read on (0,0) from (1,0)succeeded, value=20,latency=153
1310975990158: Received UDP payload: 851
1310975990161: Received UDP payload: 881
1310975990163: Received UDP payload: 698
1310975990178: Received UDP payload: 698
1310975990191: Received UDP payload: 851
1310975990198: Received UDP payload: 698
1310975991205: Received UDP payload: 698
1310975991234: Received UDP payload: 881
1310975991258: Received UDP payload: 698
1310975991314: Received UDP payload: 698
1310975991344: Received UDP payload: 851
1310975991357: Received UDP payload: 698
1310975991945: Received UDP payload: 698
1310975991994: Received UDP payload: 698
1310975992016: Received UDP payload: 881
1310975992036: Received UDP payload: 851
1310975992039: Received UDP payload: 698
1310975992040: Received UDP payload: 881
1310975992043: Received UDP payload: 698
1310975992150: Reading spot in (0,0)
1310975992168: Received UDP payload: 698
1310975992167: Sending UDP payload: 698
1310975992224: Received UDP payload: 851
1310975992230: Received UDP payload: 698
1310975992240: Received UDP payload: 881
1310975992248: Received UDP payload: 698
1310975992256: Received UDP payload: 881
1310975992262: Received UDP payload: 698
1310975992267: UserClient read on (0,0) from (1,0)succeeded, value=20,latency=114
1310975992278: Received UDP payload: 851
1310975992285: Received UDP payload: 881
1310975992298: Received UDP payload: 698
1310975992402: Received UDP payload: 698
1310975992424: Received UDP payload: 851
1310975992445: Received UDP payload: 698
1310975992742: Received UDP payload: 470
1310975993301: Received UDP payload: 851
1310975993328: Received UDP payload: 881
1310975993352: Received UDP payload: 698
1310975993371: Received UDP payload: 698
1310975993391: Received UDP payload: 851
1310975993393: Received UDP payload: 698
1310975994078: Received UDP payload: 698
1310975994104: Received UDP payload: 881
1310975994127: Received UDP payload: 698
1310975994146: Received UDP payload: 698
1310975994190: Received UDP payload: 881
1310975994213: Received UDP payload: 698
1310975994269: Requesting spot in (1,1)
1310975994291: Received UDP payload: 698
1310975994294: Sending UDP payload: 698
1310975994345: Received UDP payload: 698
1310975994370: Received UDP payload: 851
1310975994381: Received UDP payload: 851
1310975994391: Received UDP payload: 881
1310975994399: Received UDP payload: 881
1310975994411: Received UDP payload: 698
1310975994420: Received UDP payload: 698
1310975994471: Received UDP payload: 881
1310975994494: Received UDP payload: 698
1310975994555: Received UDP payload: 698
1310975994575: UserClient decrement on (1,1) from (1,0) succeeded, value=19,latency=296
1310975994630: Received UDP payload: 13134
1310975994838: Received UDP payload: 851
1310975994841: Received UDP payload: 881
1310975994844: Received UDP payload: 12183
1310975995014: Received UDP payload: 851
1310975995018: Received UDP payload: 851
1310975995021: Received UDP payload: 851
1310975995023: Received UDP payload: 851
1310975995356: Received UDP payload: 698
1310975995382: Received UDP payload: 851
1310975995416: Received UDP payload: 881
1310975995441: Received UDP payload: 698
1310975995454: Received UDP payload: 698
1310975995496: Received UDP payload: 881
1310975995522: Received UDP payload: 698
1310975995599: Received UDP payload: 12276
1310975995840: Received UDP payload: 851
1310975995842: Received UDP payload: 470
1310975995848: Received UDP payload: 851
1310975995873: Received UDP payload: 851
1310975996137: Received UDP payload: 698
1310975996162: Received UDP payload: 881
1310975996188: Received UDP payload: 698
1310975996315: Received UDP payload: 698
1310975996364: Received UDP payload: 851
1310975996369: Received UDP payload: 470
1310975996377: Received UDP payload: 881
1310975996384: Received UDP payload: 698
1310975996437: Received UDP payload: 698
1310975996450: Received UDP payload: 881
1310975996463: Received UDP payload: 698
1310975996472: Received UDP payload: 698
1310975996483: Received UDP payload: 881
1310975996493: Received UDP payload: 698
1310975996540: Received UDP payload: 698
1310975996583: Reading spot in (0,0)
1310975996605: Received UDP payload: 851
1310975996639: Sending UDP payload: 698
1310975996674: Received UDP payload: 698
1310975996843: Received UDP payload: 881
1310975996868: Received UDP payload: 698
1310975996887: UserClient read on (0,0) from (1,0)succeeded, value=19,latency=301
1310975997204: Received UDP payload: 470
1310975997474: Received UDP payload: 698
1310975997518: Received UDP payload: 881
1310975997542: Received UDP payload: 698
1310975997563: Received UDP payload: 698
1310975997565: Received UDP payload: 851
1310975997568: Received UDP payload: 881
1310975997575: Received UDP payload: 698
1310975997709: Received UDP payload: 470
1310975998201: Received UDP payload: 698
1310975998223: Received UDP payload: 851
1310975998248: Received UDP payload: 881
1310975998266: Received UDP payload: 698
1310975998425: Received UDP payload: 698
1310975998460: Received UDP payload: 881
1310975998500: Received UDP payload: 698
1310975998528: Received UDP payload: 698
1310975998602: Received UDP payload: 851
1310975998639: Received UDP payload: 698
1310975998669: Received UDP payload: 881
1310975998694: Received UDP payload: 698
1310975998712: Received UDP payload: 698
1310975998891: Reading spot in (0,1)
