1310690413128: started, mId = 5101
1310690413129: region (-1, -1) out of bounds, dormant
1310690413130: UserClient started
1310690443266: Received UDP payload: 698
1310690544485: Received UDP payload: 470
1310690545108: Received UDP payload: 470
1310690545696: Received UDP payload: 470
1310690549450: Received UDP payload: 3629
1310690549495: Received UDP payload: 470
1310690554451: Received UDP payload: 470
1310690559440: Received UDP payload: 470
1310690564454: Received UDP payload: 470
1310690564656: Received UDP payload: 698
1310690564702: Received UDP payload: 851
1310690564707: Received UDP payload: 881
1310690564711: Received UDP payload: 698
1310690565737: Received UDP payload: 698
1310690565779: Received UDP payload: 851
1310690565783: Received UDP payload: 881
1310690565787: Received UDP payload: 698
1310690566834: Received UDP payload: 698
1310690566870: Received UDP payload: 851
1310690568134: Received UDP payload: 851
1310690568457: Received UDP payload: 851
1310690568793: Received UDP payload: 851
1310690569144: Received UDP payload: 851
1310690569446: Received UDP payload: 851
1310690569514: Received UDP payload: 470
1310690569782: Received UDP payload: 851
1310690570119: Received UDP payload: 851
1310690570157: Received UDP payload: 698
1310690571130: Received UDP payload: 698
1310690571168: Received UDP payload: 851
1310690572212: Received UDP payload: 851
1310690572555: Received UDP payload: 851
1310690572894: Received UDP payload: 851
1310690573223: Received UDP payload: 851
1310690573566: Received UDP payload: 851
1310690573908: Received UDP payload: 851
1310690574261: Received UDP payload: 851
1310690574308: Received UDP payload: 698
1310690574453: Received UDP payload: 470
1310690575319: Received UDP payload: 698
1310690575369: Received UDP payload: 851
1310690576414: Received UDP payload: 851
1310690576681: Received UDP payload: 851
1310690576984: Received UDP payload: 851
1310690577286: Received UDP payload: 851
1310690577587: Received UDP payload: 851
1310690577928: Received UDP payload: 851
1310690578239: Received UDP payload: 851
1310690578601: Received UDP payload: 851
1310690578651: Received UDP payload: 698
1310690579452: Received UDP payload: 470
1310690579653: Received UDP payload: 698
1310690579692: Received UDP payload: 851
1310690579701: Received UDP payload: 881
1310690579706: Received UDP payload: 698
1310690580726: Received UDP payload: 698
1310690580764: Received UDP payload: 851
1310690580796: Received UDP payload: 881
1310690580800: Received UDP payload: 698
1310690581783: Received UDP payload: 698
1310690581825: Received UDP payload: 851
1310690583138: Received UDP payload: 851
1310690583469: Received UDP payload: 851
1310690583777: Received UDP payload: 851
1310690584135: Received UDP payload: 851
1310690584478: Received UDP payload: 851
1310690584543: Received UDP payload: 470
1310690584759: Received UDP payload: 851
1310690585103: Received UDP payload: 851
1310690585109: Received UDP payload: 698
1310690589454: Received UDP payload: 470
1310690594453: Received UDP payload: 470
1310690599456: Received UDP payload: 470
1310690604463: Received UDP payload: 470
1310690609458: Received UDP payload: 470
1310690614455: Received UDP payload: 470
1310690619459: Received UDP payload: 470
1310690624447: Received UDP payload: 470
1310690629463: Received UDP payload: 470
1310690630803: Received UDP payload: 698
1310690630881: Received UDP payload: 851
1310690630934: Received UDP payload: 881
1310690630947: Received UDP payload: 698
1310690634459: Received UDP payload: 470
1310690639462: Received UDP payload: 470
1310690639654: Received UDP payload: 698
1310690639714: Received UDP payload: 851
1310690639758: Received UDP payload: 881
1310690639787: Received UDP payload: 1158
1310690639824: Received UDP payload: 698
1310690644459: Received UDP payload: 470
1310690649459: Received UDP payload: 470
1310690654158: Received UDP payload: 470
1310690654464: Received UDP payload: 470
1310690654752: Received UDP payload: 470
1310690655372: Received UDP payload: 470
1310690659470: Received UDP payload: 470
1310690663709: Received UDP payload: 851
1310690663764: Received UDP payload: 881
1310690664138: Received UDP payload: 9848
1310690664185: Received UDP payload: 470
1310690664528: Received UDP payload: 470
1310690668985: Received UDP payload: 470
1310690669488: Received UDP payload: 470
1310690673968: Received UDP payload: 470
1310690674465: Received UDP payload: 470
1310690679468: Received UDP payload: 470
1310690684469: Received UDP payload: 470
1310690689473: Received UDP payload: 470
1310690694467: Received UDP payload: 470
1310690699481: Received UDP payload: 470
1310690704473: Received UDP payload: 470
1310690709477: Received UDP payload: 470
1310690714474: Received UDP payload: 470
1310690719474: Received UDP payload: 470
1310690724475: Received UDP payload: 470
1310690729476: Received UDP payload: 470
1310690733707: Received UDP payload: 698
1310690733762: Received UDP payload: 851
1310690733805: Received UDP payload: 881
1310690733810: Received UDP payload: 1158
1310690733816: Received UDP payload: 698
1310690734474: Received UDP payload: 470
1310690739476: Received UDP payload: 470
1310690744477: Received UDP payload: 470
1310690749485: Received UDP payload: 470
1310690754488: Received UDP payload: 470
1310690759488: Received UDP payload: 470
1310690761336: Received UDP payload: 470
1310690761922: Received UDP payload: 470
1310690762554: Received UDP payload: 470
1310690764234: Received UDP payload: 470
1310690764361: Received UDP payload: 4073
1310690764490: Received UDP payload: 470
1310690766096: Received UDP payload: 2508
1310690766139: Received UDP payload: 470
1310690769492: Received UDP payload: 470
1310690770275: x,y from GPS: 68, 75
1310690770276: moving from region (-1,-1), to (1,2)
1310690770276: region (1, 2) out of bounds, dormant
1310690770277: UserClient received REGION_CHANGE message.
1310690771282: x,y from GPS: 62, 64
1310690771288: moving from region (1,2), to (1,1)
1310690771295: retry sending LEADER_REQUEST
1310690771301: Sending UDP payload: 470
1310690771306: UserClient received REGION_CHANGE message.
1310690771896: retry sending LEADER_REQUEST
1310690771926: Sending UDP payload: 470
1310690772266: x,y from GPS: 60, 59
1310690772499: retry sending LEADER_REQUEST
1310690772554: Sending UDP payload: 470
1310690772804: LEADER_REQUEST timed out
1310690773261: x,y from GPS: 58, 53
1310690774267: x,y from GPS: 52, 45
1310690774497: Received UDP payload: 470
1310690774550: Received UDP payload: 470
1310690774667: Received UDP payload: 4073
1310690775349: Received UDP payload: 470
1310690775470: Received UDP payload: 4073
1310690776074: Received UDP payload: 470
1310690776117: Received UDP payload: 470
1310690776190: Received UDP payload: 4073
1310690776684: cloud rejected leadership request or request failed, wait to retry
1310690779237: Received UDP payload: 470
1310690779359: Received UDP payload: 4073
1310690779489: Received UDP payload: 470
1310690779878: Received UDP payload: 470
1310690779991: Received UDP payload: 4073
1310690780114: Received UDP payload: 470
1310690780755: Received UDP payload: 470
1310690780869: Received UDP payload: 4073
1310690780906: Received UDP payload: 470
1310690781113: Received UDP payload: 470
1310690781524: Received UDP payload: 470
1310690782145: Received UDP payload: 470
1310690783272: x,y from GPS: 47, 44
1310690784490: Received UDP payload: 470
1310690786112: Received UDP payload: 470
1310690786515: Received UDP payload: 2659
1310690786542: Received UDP payload: 470
1310690786693: been in JOINING state for a while now, start over
1310690786695: retry sending LEADER_REQUEST
1310690786723: Sending UDP payload: 470
1310690787318: retry sending LEADER_REQUEST
1310690787326: Sending UDP payload: 470
1310690787919: retry sending LEADER_REQUEST
1310690787958: Sending UDP payload: 470
1310690788196: LEADER_REQUEST timed out
1310690788260: x,y from GPS: 42, 42
1310690788271: Received UDP payload: 487
1310690789488: Received UDP payload: 470
1310690789512: Received UDP payload: 470
1310690789608: Received UDP payload: 4073
1310690791145: Received UDP payload: 470
1310690791533: Received UDP payload: 470
1310690791659: Received UDP payload: 4073
1310690792281: x,y from GPS: 41, 37
1310690794491: Received UDP payload: 470
1310690796129: Received UDP payload: 470
1310690797848: cloud rejected leadership request or request failed, wait to retry
1310690799490: Received UDP payload: 470
1310690801145: Received UDP payload: 470
1310690804499: Received UDP payload: 470
1310690806144: Received UDP payload: 470
1310690807857: been in JOINING state for a while now, start over
1310690807859: retry sending LEADER_REQUEST
1310690807896: Sending UDP payload: 470
1310690808461: retry sending LEADER_REQUEST
1310690808484: Sending UDP payload: 470
1310690809063: retry sending LEADER_REQUEST
1310690809094: Sending UDP payload: 470
1310690809359: LEADER_REQUEST timed out
1310690809498: Received UDP payload: 470
1310690811132: Received UDP payload: 470
1310690814480: Received UDP payload: 470
1310690816149: Received UDP payload: 470
1310690818275: Received UDP payload: 487
1310690819499: Received UDP payload: 470
1310690822413: Received UDP payload: 470
1310690823035: Received UDP payload: 470
1310690823264: Received UDP payload: 470
